ArticleId,PMCid,TableName,SpecPragmatics,CellContent,Header,Stub,SuperRow,rowN,columnN,function,hasValue
25,1131894,Table 3,BaselineCharacteristic,xx,,Number,,0,1,3,yes
449,1885552,Table 1,BaselineCharacteristic,Stretching (xx),Intervention group (number of subjects) ; ,Stretching (xx),None,1,0,2,yes
449,1885552,Table 1,BaselineCharacteristic,Strength (xx),Intervention group (number of subjects) ; ,Strength (xx),None,2,0,2,yes
449,1885552,Table 1,BaselineCharacteristic,Vibration (xx),Intervention group (number of subjects) ; ,Vibration (xx),None,3,0,2,yes
1118,2204057,Table 1,BaselineCharacteristic,xx,N ; ,Group x,None,1,1,3,yes
1118,2204057,Table 1,BaselineCharacteristic,xx,N ; ,Group x,None,2,1,3,yes
1118,2204057,Table 1,BaselineCharacteristic,x,N ; ,Controls,None,3,1,3,yes
1118,2204057,Table 1,BaselineCharacteristic,xx,N ; ,TOTAL COHORT,None,4,1,3,yes
1233,2259321,Table 1,BaselineCharacteristic,xx (xx),Celecoxib Dose ;  ; xxx mg twice daily ;  ; NAF (plasma) ; ,Samples,,5,1,3,yes
1233,2259321,Table 1,BaselineCharacteristic,xx (xxx,Celecoxib Dose ;  ; xxx mg twice daily ;  ; NAF(plasma) ; ,Samples,,5,2,3,yes
1273,2359721,Table 1,BaselineCharacteristic,xx,,Total,None,0,1,1,yes
1287,2360042,Table 1,BaselineCharacteristic,xx,No ; ,Total,,1,1,3,yes
1359,2360595,Table 1,BaselineCharacteristic,xx,,Number of patients,None,0,1,1,yes
1376,2360764,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Characteristics,None,1,1,1,yes
1423,2361378,Table 1,BaselineCharacteristic,xx,n (%) ; ,Patients enrolled,,1,1,3,yes
1504,2361889,Table 1,BaselineCharacteristic,Patients (N=xx),,Characteristics,,0,1,3,yes
1985,2395315,Table 1,BaselineCharacteristic,xx,EMP & VBL ; ,n=,None,1,1,1,yes
1985,2395315,Table 1,BaselineCharacteristic,xx,EMP alone ; ,n=,None,1,2,1,yes
2165,2441954,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Total,,1,1,3,yes
2246,2527821,Table 1,BaselineCharacteristic,xx,na (%) ; ,Patients,,1,1,3,yes
2478,2656521,Table 1,BaselineCharacteristic,Steatohepatitis (n xx),,,None,0,1,1,yes
2478,2656521,Table 1,BaselineCharacteristic,Diffuse Steatosis(n xx),,,None,0,2,1,yes
2478,2656521,Table 1,BaselineCharacteristic,Focal Fatty Liver (n x),,,None,0,3,1,yes
2478,2656521,Table 1,BaselineCharacteristic,Controls (n xx),,,None,0,4,1,yes
2737,2734077,Table 1,BaselineCharacteristic,Healthy Participants (n = xx; xx men),,,None,0,1,1,yes
2737,2734077,Table 1,BaselineCharacteristic,Healthy Participants (n = xx; xx men),Healthy Participants (n = xx; xx men) ; ,,None,1,1,1,yes
2811,2758901,Table 1,BaselineCharacteristic,xxx,Gefitinib ; No ;  ; ,None,None,3,1,,yes
2811,2758901,Table 1,BaselineCharacteristic,xx,Erlotinib ; No ;  ; ,None,None,3,3,,yes
2834,2765955,Table 1,BaselineCharacteristic,(n = xx),Males ; ,None,None,1,1,,yes
2834,2765955,Table 1,BaselineCharacteristic,(n = xx),Females ; ,None,None,1,2,,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Total ; ,Total Participants,None,1,1,3,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Phase x - treatment ; ,Total Participants,None,1,2,3,yes
2864,2774660,Table 1,BaselineCharacteristic,xx,Phase x - placebo ; ,Total Participants,None,1,3,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xxx,All patients ; ,Patient number,None,1,1,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup A ; ,Patient number,None,1,2,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup B ; ,Patient number,None,1,3,3,yes
3023,2816665,Table 1,BaselineCharacteristic,xx,Subgroup C ; ,Patient number,None,1,4,3,yes
3030,2820141,Table 5,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 6,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 7,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3030,2820141,Table 8,BaselineCharacteristic,xxx, ;  ; N ; ,Overall,,3,1,3,yes
3162,2855860,Table 1,BaselineCharacteristic,Sunitinib (N = xxx),,Patient characteristics,None,0,1,1,yes
3162,2855860,Table 1,BaselineCharacteristic,Capecitabine (N = xxx),,Patient characteristics,None,0,2,1,yes
3275,2894785,Table 1,BaselineCharacteristic,Intervention Groupn = xx,,None,None,0,1,,yes
3275,2894785,Table 1,BaselineCharacteristic,ControlGroupn = xxx,,None,None,0,2,,yes
3291,2902493,Table 1,BaselineCharacteristic,xx,,None,None,0,2,,yes
3561,2990606,Table 1,BaselineCharacteristic,xx,,?Total,None,1,1,1,yes
3561,2990606,Table 1,BaselineCharacteristic,xx,,?Evaluable,None,2,1,1,yes
4024,3102212,Table 2,BaselineCharacteristic,No. patients (n = xx),,Characteristics,None,0,1,1,yes
4246,3165084,Table 1,BaselineCharacteristic,xx(xxx),Number(percent) ; ,None,None,1,1,,yes
4375,3195264,Table 1,BaselineCharacteristic,Iobitridol xxx (n?=?xx),,,None,0,1,1,yes
4375,3195264,Table 1,BaselineCharacteristic,Iodixanol xxx (n?=?xx),,,None,0,2,1,yes
4375,3195264,Table 1,BaselineCharacteristic,Total (n?=?xxx),,,None,0,3,1,yes
4428,3208500,Table 1,BaselineCharacteristic,xx,Number of patients ; ,Patients,,1,1,3,yes
4585,3247194,Table 1,BaselineCharacteristic,xxx,COPD Subjects ; ,None,None,1,2,,yes
4585,3247194,Table 1,BaselineCharacteristic,xx,Smoker Controls ; ,None,None,1,3,,yes
4585,3247194,Table 1,BaselineCharacteristic,xx,Non-smoker Controls ; ,None,None,1,4,,yes
4713,3281202,Table 3,BaselineCharacteristic,N?=?xxx,ISSAAC ; ,,None,1,1,1,yes
4713,3281202,Table 3,BaselineCharacteristic,N?=?xxx,INSECT ; ,,None,1,2,1,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; High transmission ;  ; Ampasimanjeva ; ,None,None,5,1,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; High transmission ;  ; Vohimasy ; ,None,None,5,2,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; Low transmission ;  ; Ampasimpotsy ; ,None,None,5,3,,yes
4908,3338391,Table 1,BaselineCharacteristic,xxx,Study sites ;  ; Low transmission ;  ; Andasibe ; ,None,None,5,4,,yes
4958,3349177,Table 1,BaselineCharacteristic,xx,No. of patients ; ,Total no.,,1,1,3,yes
5055,3368715,Table 1,BaselineCharacteristic,Febuxostat xx mgN = xxx,,Variable,None,0,1,1,yes
5055,3368715,Table 1,BaselineCharacteristic,Febuxostat xx mgN = xxx,,Variable,None,0,2,1,yes
5055,3368715,Table 1,BaselineCharacteristic,Allopurinol xxx/xxx mgN = xxx,,Variable,None,0,3,1,yes
5162,3397213,Table 1,BaselineCharacteristic,(N = xx),Lapatinib plus bevacizumab ; ,,None,1,1,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI<x n=xx,OSA ; snorers ; ,,None,2,1,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI x – xx n=xx, ; mild/moderate ; ,,None,2,2,1,yes
5330,3414800,Table 1,BaselineCharacteristic,AHI?xx n=xx, ; severe ; ,,None,2,3,1,yes
5383,3427446,Table 1,BaselineCharacteristic,Values (N?=?xx),,Characteristics,None,0,1,1,yes
5383,3427446,Table 2,BaselineCharacteristic,Group x (N?=?xx),,Characteristics,None,0,1,1,yes
5383,3427446,Table 2,BaselineCharacteristic,Group x (N?=?xx),,Characteristics,None,0,2,1,yes
5561,3465101,Table 1.,BaselineCharacteristic,Efavirenz arm (n?=?xx),,Parameter,None,0,1,1,yes
5561,3465101,Table 1.,BaselineCharacteristic,Nevirapine arm (n?=?xx),,Parameter,None,0,2,1,yes
5569,3466131,Table 1,BaselineCharacteristic,N?=?xxx,Group A ; (XELIRI-Bev) ; ,,None,2,1,1,yes
5569,3466131,Table 1,BaselineCharacteristic,N?=?xxx,Group B ; (FOLFIRI-Bev) ; ,,None,2,2,1,yes
5696,3493663,Table 1,BaselineCharacteristic,ITT xx (xxx.x %),,,None,0,1,1,yes
5696,3493663,Table 1,BaselineCharacteristic,PP xx (xxx.x %),,,None,0,2,1,yes
5758,3502482,Table 1,BaselineCharacteristic,xx Gy step (n?=?xx),,,None,0,1,1,yes
5758,3502482,Table 1,BaselineCharacteristic,xx Gy step (n?=?xx),,,None,0,2,1,yes
5758,3502482,Table 2,BaselineCharacteristic,xx Gy (n?=?xx),,Characteristic,None,0,2,1,yes
5758,3502482,Table 2,BaselineCharacteristic,,Characteristic ; ,None,None,1,0,12,yes
5807,3511174,Table 1,BaselineCharacteristic,Group B (n?=?x),,,None,0,1,1,yes
5807,3511174,Table 1,BaselineCharacteristic,Group BT (n?=?x),,,None,0,2,1,yes
5842,3519573,Table 1,BaselineCharacteristic,Total (N?=?xxx),,,None,0,1,1,yes
5842,3519573,Table 2,BaselineCharacteristic,Total (N?=?xxx),,,None,0,1,1,yes
5842,3519573,Table 7,BaselineCharacteristic,xxx,N ; ,Overall ease of use,None,1,1,3,yes
5842,3519573,Table 8,BaselineCharacteristic,xxx,N ; ,Overall ease of use,None,1,1,3,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,1,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,2,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Cilengitide xxx mg/mxn?=?xx,,Characteristics,None,0,3,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Docetaxel xx mg/mxn?=?xx,,Characteristics,None,0,4,1,yes
6034,3553405,Table 1,BaselineCharacteristic,Total n?=?xxx,,Characteristics,None,0,5,1,yes
6191,3588608,Table 1,BaselineCharacteristic,A (n = xx),Group ; ,A (n = xx),None,1,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,B (n = xx),Group ; ,B (n = xx),None,2,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,C (n = x),Group ; ,C (n = x),None,3,0,2,yes
6191,3588608,Table 1,BaselineCharacteristic,Entire group (n = xx),Group ; ,Entire group (n = xx),None,4,0,2,yes
6195,3589659,Table 1,BaselineCharacteristic,xx (xxx.x),Total patient population ; ,Total treated,,2,1,2,yes
6286,3599166,Table 1,BaselineCharacteristic,Moderate (n = x),,,None,0,1,1,yes
6286,3599166,Table 1,BaselineCharacteristic,Moderate (n = x),,,None,0,2,1,yes
6286,3599166,Table 1,BaselineCharacteristic,High (n = xx),,,None,0,3,1,yes
6286,3599166,Table 1,BaselineCharacteristic,High (n = xx),,,None,0,4,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Manic n?=?xx,,,None,0,1,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Hypomanic n?=?xx,,,None,0,2,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Mixed n?=?xx,,,None,0,3,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Depressive n?=?xx,,,None,0,4,1,yes
6311,3600043,Table 1,BaselineCharacteristic,Global N?=?xxx,,,None,0,5,1,yes
6382,394324,Table 1,BaselineCharacteristic,n = x,pts. ; ,L. GG,None,1,1,3,yes
6382,394324,Table 1,BaselineCharacteristic,n = x,pts. ; ,Placebo,None,2,1,3,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,4,0,2,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,6,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,9,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = x,,n = x,,12,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,15,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,24,0,24,yes
6405,420259,Table 3,BaselineCharacteristic,n = xx,,n = xx,,27,0,24,yes
4185,3152943,Table 1,BaselineCharacteristic,Variable,,None,None,0,0,,no
4185,3152943,Table 1,BaselineCharacteristic,,"Placebo, n = xx ; xx (xx.x) ;  ; xx.xx (xx.xxx) ;  ; x.xx (x.xxx) ;  ; ",None,None,14,4,,no
3094,2831811,Table 1,BaselineCharacteristic,,Response ; NR ;  ; NR ;  ; NR ;  ; NR ;  ; NR ;  ; NR ;  ; NR ;  ; R ;  ; R ;  ; R ;  ; R ;  ; R ;  ; R ; ,None,None,26,4,,no
4585,3247194,Table 1,BaselineCharacteristic,,Non-smoker Controls ; xx ;  ; xx.x (x.x) ;  ; xx% ;  ; x.x (x.x) ;  ; xxx.x (xx.x) ;  ; x.x (x.x) ;  ; xx% ;  ; x ;  ; x% ;  ; x ;  ; x.x (x.x) ;  ; xx.x (x.x) ;  ; xx.x (x.x) ;  ; ,None,None,44,4,,no
3097,2835652,Table 1,BaselineCharacteristic,xx,Total ; xx ; ,Lung alone,,34,1,3,no
3097,2835652,Table 1,BaselineCharacteristic,,xxx ?g ; x ; ,Brain alone,,36,4,3,no
1985,2395315,Table 1,BaselineCharacteristic,EMP alone,,,None,0,2,1,no
1410,2361304,Table 1,BaselineCharacteristic,?Lung,Parameter ; ,?Lung, Site of disease,10,0,2,no
4539,3231981,Table 1,BaselineCharacteristic,,Modality of dialysis ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ;  ; x h × x/Week ;  ; x hxx × x/Week ; ,None,None,12,6,,no
1291,2360092,Table 1,BaselineCharacteristic,,Duration ; ,xx,,14,12,3,no
4744,3291838,Table 3,BaselineCharacteristic,PROC c.-xxx,"Daily phenprocoumon dose, mg ; ",PROC c.-xxx,None,40,2,43,no
3561,2990606,Table 1,BaselineCharacteristic,?Peritoneum,,?Peritoneum, Sites of metastasis,39,0,2,no
3030,2820141,Table 7,BaselineCharacteristic,xx, ;  ; N ; ,, Immunophenotype,6,1,3,no
5558,3464767,Table 1,BaselineCharacteristic,Tumour size,Trastuzumab ; % ; ,Tumour size,None,2,2,43,no
3030,2820141,Table 7,BaselineCharacteristic,,Event-free Survival ± SE (%) ;  ; p-value ; ,Doxorubicin (HR only),None,43,5,43,no
3030,2820141,Table 8,BaselineCharacteristic,,Overall Survival ± SE (%) ;  ; x-yr OS ; ,DFCI Risk Group,None,48,5,43,no
5578,3468079,Table 1.,BaselineCharacteristic,xxx (xxx–xxx),"Cohort x (xxx mg of posaconazole), n?=?x ; ",?median (range)," Height, cm",15,2,3,no
3097,2835652,Table 1,BaselineCharacteristic,x,xx ?g ; xx ; ,Stage IV disease,,53,3,3,no
3291,2902493,Table 1,BaselineCharacteristic,Dose Prescription:,Number of patients ; Age [years](median and range) ;  ; ,None,None,25,0,,no
19,1090597,Table 1,BaselineCharacteristic,Inpatients, ; ,Inpatients,,11,0,,no
4585,3247194,Table 1,BaselineCharacteristic,Non-smoker Controls,,None,None,0,4,,no
3030,2820141,Table 5,BaselineCharacteristic,Protocol, ;  ; ,None,None,2,0,12,no
2207,2481444,Table 1,BaselineCharacteristic,xx,APACHE II score ; ,x,None,7,4,3,no
4585,3247194,Table 1,BaselineCharacteristic,% Low attenuation area on CT (< -xxxHU),"Characteristic ; Number ;  ; Age (yrs) ;  ; Male (%) ;  ; Smoking, pack-years ;  ; FEVx % predicted ;  ; ",None,None,11,1,,no
3030,2820141,Table 8,BaselineCharacteristic,, ;  ; Protocol ; ,, Age at Diagnosis,20,0,2,no
2370,2599890,Table 1,BaselineCharacteristic,x.x (x.x–x.x),Mean (range) lactate (mmol/l)x ; ,xx,None,11,11,3,no
3030,2820141,Table 8,BaselineCharacteristic,, ;  ; Protocol ; ,, Randomizations Doxurubicin (HR only),57,0,2,no
2370,2599890,Table 1,BaselineCharacteristic,x.x (x.x–x.x),Mean (range) lactate (mmol/l)x ; ,xx,None,17,11,3,no
3030,2820141,Table 8,BaselineCharacteristic,,Event-free Survival ± SE (%) ;  ; xx-yr EFS ; ,Down Syndrome,None,32,3,43,no
5267,3407730,Table 2,BaselineCharacteristic,x.x (x–xx),Result ; ,??Mean (range)?, Length of hospital stay (days) ,20,1,3,no
715,1998889,Table 1,BaselineCharacteristic,xx (l.c.),Survival (mo.) post surgery ; ,xx, Serial FET PET monitoring started after the end of RIT,4,11,3,no
5842,3519573,Table 4,BaselineCharacteristic,x.x,Mean ; ,xk. Handling the injection pen while preparing and injecting the medicine,None,12,2,3,no
4744,3291838,Table 1,BaselineCharacteristic,Nicotine habitsa,Parameter ; ,None,None,13,0,24,no
4585,3247194,Table 1,BaselineCharacteristic,x%,Non-smoker Controls ; xx ;  ; xx.x (x.x) ;  ; xx% ;  ; x.x (x.x) ;  ; xxx.x (xx.x) ;  ; x.x (x.x) ;  ; xx% ;  ; x ;  ; x% ;  ; x ;  ; x.x (x.x) ;  ; xx.x (x.x) ;  ; xx.x (x.x) ;  ; ,,,29,4,,no
1504,2361889,Table 1,BaselineCharacteristic,xx (xx.x%),,?x, Performance statusa,6,1,3,no
4585,3247194,Table 1,BaselineCharacteristic,,Non-smoker Controls ; xx ;  ; xx.x (x.x) ;  ; xx% ;  ; x.x (x.x) ;  ; xxx.x (xx.x) ;  ; x.x (x.x) ;  ; xx% ;  ; x ;  ; x% ;  ; x ;  ; x.x (x.x) ;  ; xx.x (x.x) ; ,None,None,24,4,,no
166,1389847,Table I.,BaselineCharacteristic,Diseaseat study entry,,PatientID,None,0,7,1,no
4011,3097354,Table 1,BaselineCharacteristic,x,"Control group, N?=?xx ; ",Primary RT (Grays),None,28,4,3,no
3030,2820141,Table 7,BaselineCharacteristic,xx.x ± xx.x,Event-free Survival ± SE (%) ;  ; x-yr EFS ; ,, Age at Diagnosis,18,2,3,no
6311,3600043,Table 1,BaselineCharacteristic,"YMRS total score (mean, SD)", ; ,"YMRS total score (mean, SD)",,23,0,2,no
1291,2360092,Table 1,BaselineCharacteristic,x,PS ; ,xx,,17,3,3,no
3275,2894785,Table 1,BaselineCharacteristic,,ControlGroupn = xxx ; ,None,None,12,2,,no
4113,3128267,Table 1,BaselineCharacteristic,Posterior (Kocher-Langenbeck),Patient II ; ,Surgical approach,None,3,2,3,no
6405,420259,Table 3,BaselineCharacteristic,x,,n = xx,,6,21,43,no
3094,2831811,Table 1,BaselineCharacteristic,Caucasian,Ethnicity ; Caucasian ;  ; Caucasian ;  ; Hispanic ;  ; Caucasian ;  ; Caucasian ;  ; Caucasian ;  ; Caucasian ;  ; ,None,None,15,3,,no
